count,obj_id,meta_url,source_url,source_path,source_md5,image_path,image_md5,title,artist_display_name,dominant_color,dominant_color_hex,r,g,b,r_jitter10x_bw,g_jitter10x_bw,b_jitter10x_bw,color_jitter10x_bw,gridX,gridY,umap_jitter_X,umap_jitter_Y,umapX,umapY,cluster
124,13334,https://collectionapi.metmuseum.org/public/collection/v1/objects/13334,https://images.metmuseum.org/CRDImages/ad/original/ap22.45.6.jpg,unprocessed/image-13334.png,84546132337eaa36cc86781b36476c35,images/13334-00.png,efa04e54d1903bc8dadc5e6d67687c9e,Cadwallader Colden,John Wollaston,"(113, 110, 103)",#716e67,113,110,103,101,98,111,#65626f,0.14286,0.89189,0.55814,0.87209,0.54766,0.87058,Cluster 7
125,436911,https://collectionapi.metmuseum.org/public/collection/v1/objects/436911,https://images.metmuseum.org/CRDImages/ep/original/DT1495.jpg,unprocessed/image-436911.png,98ec35b6d4eaa8fa61f851659f7d574c,images/436911-00.png,bd0f20cd3de1dd534f7d91528c60a8e5,Abraham,Lorenzo Monaco (Piero di Giovanni),"(115, 91, 58)",#735b3a,115,91,58,111,90,42,#6f5a2a,-0.94286,0.02703,-0.37209,0.05814,-0.37147,0.05229,Cluster X
126,21209,https://collectionapi.metmuseum.org/public/collection/v1/objects/21209,https://images.metmuseum.org/CRDImages/ad/original/DP701353.jpg,unprocessed/image-21209.png,f16031fb40166fe2658a711394262a3b,images/21209-00.png,852da3631182d19dbd3ff1e187899819,Self Portrait,Unknown Artist,"(89, 92, 91)",#595c5b,89,92,91,98,101,98,#626562,0.88571,0.02703,0.86047,-0.45349,0.85081,-0.44598,Cluster 4
127,12634,https://collectionapi.metmuseum.org/public/collection/v1/objects/12634,https://images.metmuseum.org/CRDImages/ad/original/DP168959.jpg,unprocessed/image-12634.png,970bd7f2b3f2767938d173c6deebc9e1,images/12634-00.png,0711e2b1c0759ed7c04d83d142a72250,Washington Allston,Richard Morrell Staigg,"(152, 120, 98)",#987862,152,120,98,151,121,98,#977962,0.82857,0.13514,0.72093,-0.24419,0.71336,-0.25233,Cluster 4
128,436239,https://collectionapi.metmuseum.org/public/collection/v1/objects/436239,https://images.metmuseum.org/CRDImages/ep/original/DP169398.jpg,unprocessed/image-436239.png,6d9f2e128a7ddff4eb0a50b56c0366b6,images/436239-00.png,a0953a54869c4770b4a0818ad34f3537,"Anne Elizabeth Cholmley (1769–1788), Later Lady Mulgrave",Gainsborough Dupont,"(110, 88, 69)",#6e5845,110,88,69,120,81,57,#785139,0.42857,0.78378,0.68605,0.74419,0.66806,0.74391,Cluster 7
129,10753,https://collectionapi.metmuseum.org/public/collection/v1/objects/10753,https://images.metmuseum.org/CRDImages/ad/original/DP218809.jpg,unprocessed/image-10753.png,7349c4735aaa7927d7f6e42b83f48b6b,images/10753-00.png,f5235ecb9c1d1406a8f7a423c1559762,John Payne Todd,Joseph Wood,"(90, 75, 50)",#5a4b32,90,75,50,98,70,24,#624618,1,-0.24324,0.86047,-0.56977,0.85888,-0.57046,Cluster 4
130,435892,https://collectionapi.metmuseum.org/public/collection/v1/objects/435892,https://images.metmuseum.org/CRDImages/ep/original/ep49.110.R.jpg,unprocessed/image-435892.png,3155dff3d40b1f3f5583348348b80b3c,images/435892-00.png,64735f47b76c94002a0f944669b20878,Portrait of a Man,French Painter,"(90, 81, 66)",#5a5142,90,81,66,116,61,72,#743d48,0.42857,-0.51351,0.36047,-0.62791,0.36042,-0.62057,Cluster 6
131,437400,https://collectionapi.metmuseum.org/public/collection/v1/objects/437400,https://images.metmuseum.org/CRDImages/ep/original/DP145947.jpg,unprocessed/image-437400.png,2071855037237328a63e4f464027ca2d,images/437400-00.png,3bf646ac39952481e84ff4fcb4d7c821,Portrait of a Man,Rembrandt (Rembrandt van Rijn),"(41, 32, 20)",#292014,41,32,20,56,34,37,#382225,-0.82857,0.67568,-0.38372,0.51163,-0.39563,0.50913,Cluster 3
132,340874,https://collectionapi.metmuseum.org/public/collection/v1/objects/340874,https://images.metmuseum.org/CRDImages/dp/original/DP805926.jpg,unprocessed/image-340874.png,9d992cf37fff97b69ee4964fdaa81f97,images/340874-00.png,9ef0c441a9d5539d42a774d21c26808d,Frances Anne (Fanny) Kemble,"Anonymous, British, 19th century","(198, 177, 144)",#c6b190,198,177,144,214,187,144,#d6bb90,0.94286,0.67568,1,0.24419,0.98087,0.24261,Cluster 2
133,437887,https://collectionapi.metmuseum.org/public/collection/v1/objects/437887,https://images.metmuseum.org/CRDImages/ep/original/DT2137.jpg,unprocessed/image-437887.png,11fb849736c1b8fb7f0801aa8bf0b9ea,images/437887-00.png,075f66201abb0cc957429905c5dbce71,Bertel Thorvaldsen (1768–1844) with the Bust of Horace Vernet,Horace Vernet,"(111, 84, 53)",#6f5435,111,84,53,104,108,42,#686c2a,0.77143,0.08108,0.73256,-0.27907,0.71106,-0.28135,Cluster 4
134,500,https://collectionapi.metmuseum.org/public/collection/v1/objects/500,https://images.metmuseum.org/CRDImages/ad/original/25656.jpg,unprocessed/image-500.png,d2be9c22ba4dc3ee0d7d896034db08eb,images/500-00.png,7f848e50c2147d16c7cbd7e2076868da,Portrait of Benjamin Franklin,,"(154, 154, 154)",#9a9a9a,154,154,154,154,154,154,#9a9a9a,-0.08571,-0.62162,0,-0.63953,-0.00215,-0.62596,Cluster 8
135,436715,https://collectionapi.metmuseum.org/public/collection/v1/objects/436715,https://images.metmuseum.org/CRDImages/ep/original/DP327729.jpg,unprocessed/image-436715.png,f518a177773bfa1094cf8cd231021cf3,images/436715-00.png,7314e36dae97a394badaed5a2bdd95e8,Napoléon I (1769–1821),Jean-Baptiste Isabey,"(135, 106, 94)",#876a5e,135,106,94,129,95,85,#815f55,0.02857,0.24324,0.40698,0.46512,0.3906,0.46324,Cluster 9
136,436739,https://collectionapi.metmuseum.org/public/collection/v1/objects/436739,https://images.metmuseum.org/CRDImages/ep/original/DP104987.jpg,unprocessed/image-436739.png,ef67fc3422920a813486d67e97e2396e,images/436739-00.png,eb52f151a1d1c6b8a36eaa09445b92d9,Portrait of a Woman,"Italian (Florentine) Painter (possibly Jacopo Zucchi, Florence 1541–1590 Rome)","(68, 60, 45)",#443c2d,68,60,45,58,47,43,#3a2f2b,0.71429,0.2973,0.76744,0.26744,0.74948,0.26226,Cluster 2
137,10880,https://collectionapi.metmuseum.org/public/collection/v1/objects/10880,https://images.metmuseum.org/CRDImages/ad/original/DT5510.jpg,unprocessed/image-10880.png,c5be909f33e7798a8ea924d0068bfb5f,images/10880-00.png,b641025a5911508ad1642d98dee202d0,Girl of the Bangs-Phelps Family,Erastus Salisbury Field,"(127, 96, 61)",#7f603d,127,96,61,137,103,47,#89672f,0.88571,0.62162,0.94186,0.30233,0.91924,0.30183,Cluster 2
138,544454,https://collectionapi.metmuseum.org/public/collection/v1/objects/544454,https://images.metmuseum.org/CRDImages/eg/original/DP115767.jpg,unprocessed/image-544454.png,303eff6a08605836664b1df3a6dbd6f5,images/544454-00.png,46cd5868123225100b64c4e139e2a846,Upper Part of the Seated Statue of a Queen,,"(168, 142, 108)",#a88e6c,168,142,108,173,142,107,#ad8e6b,-0.65714,-0.56757,-0.7907,-0.22093,-0.78745,-0.21787,Cluster 1
139,435844,https://collectionapi.metmuseum.org/public/collection/v1/objects/435844,https://images.metmuseum.org/CRDImages/ep/original/DP-687-001.jpg,unprocessed/image-435844.png,32680e9584cb0d9526b5408195717d36,images/435844-00.png,4cf99ef536ad99d8c90540d5bf2b7959,The Musicians,Caravaggio (Michelangelo Merisi),"(76, 57, 40)",#4c3928,76,57,40,65,45,47,#412d2f,0.71429,0.40541,0.84884,0.32558,0.84062,0.32863,Cluster 2
140,435844,https://collectionapi.metmuseum.org/public/collection/v1/objects/435844,https://images.metmuseum.org/CRDImages/ep/original/DP-687-001.jpg,unprocessed/image-435844.png,32680e9584cb0d9526b5408195717d36,images/435844-01.png,a60844fbb807eb1b9cc644ad3f32390e,The Musicians,Caravaggio (Michelangelo Merisi),"(56, 36, 19)",#382413,56,36,19,46,30,15,#2e1e0f,0.54286,0.08108,0.63953,-0.11628,0.64022,-0.11855,Cluster 5
141,436333,https://collectionapi.metmuseum.org/public/collection/v1/objects/436333,https://images.metmuseum.org/CRDImages/ep/original/DP-17396-001.jpg,unprocessed/image-436333.png,bb28e01b1dd5e1cbf77ac2fd49d9780f,images/436333-00.png,9d3e5ea54fb896bf285edc7ef915772f,Federico Gonzaga (1500–1540),Francesco Francia,"(93, 80, 57)",#5d5039,93,80,57,115,87,45,#73572d,-0.71429,0.89189,-0.2907,0.62791,-0.28471,0.61955,Cluster 3
142,436544,https://collectionapi.metmuseum.org/public/collection/v1/objects/436544,https://images.metmuseum.org/CRDImages/ep/original/DP295718.jpg,unprocessed/image-436544.png,5e1ffca73dd31756787d402afe882426,images/436544-00.png,ec85cc6088437b089c2367465d9b5ad3,"Tiburcio Pérez y Cuervo (1785/86–1841), the Architect",Goya (Francisco de Goya y Lucientes),"(50, 41, 36)",#322924,50,41,36,41,44,38,#292c26,0.2,-0.45946,0.33721,-0.34884,0.33998,-0.34674,Cluster 5
143,437452,https://collectionapi.metmuseum.org/public/collection/v1/objects/437452,https://images.metmuseum.org/CRDImages/ep/original/DP162169.jpg,unprocessed/image-437452.png,fc8ed73a7bd446f300072fff68de1ca9,images/437452-00.png,bf0638e616dd129068bac2af5a6d9d84,"Lady Smith (Charlotte Delaval) and Her Children (George Henry, Louisa, and Charlotte)",Sir Joshua Reynolds,"(124, 106, 83)",#7c6a53,124,106,83,127,110,102,#7f6e66,0.08571,0.13514,0.44186,0.2907,0.44204,0.29299,Cluster 9
144,437385,https://collectionapi.metmuseum.org/public/collection/v1/objects/437385,https://images.metmuseum.org/CRDImages/ep/original/DP146479.jpg,unprocessed/image-437385.png,ab8d75c56b4492a545ecbeec5249cf93,images/437385-00.png,397138a93de0c9e98f39df689c722896,"Man in Oriental Costume (""The Noble Slav"")",Rembrandt (Rembrandt van Rijn),"(81, 62, 42)",#513e2a,81,62,42,74,82,46,#4a522e,-0.31429,-0.02703,0.2093,-0.03488,0.19193,-0.03872,Cluster 5
145,13099,https://collectionapi.metmuseum.org/public/collection/v1/objects/13099,https://images.metmuseum.org/CRDImages/ad/original/ap22.217.2.jpg,unprocessed/image-13099.png,4494237a41438a5b9c2f5c2246d48e9e,images/13099-00.png,632846cf4e2713263692b5eb01dbbb80,Mrs. Samuel L. Waldo,Samuel Lovett Waldo,"(113, 90, 93)",#715a5d,113,90,93,105,100,98,#696462,0.88571,0.24324,0.75581,0.2093,0.74949,0.20408,Cluster 2
146,10218,https://collectionapi.metmuseum.org/public/collection/v1/objects/10218,https://images.metmuseum.org/CRDImages/ad/original/DP168961.jpg,unprocessed/image-10218.png,1ad83ce4396c3a8aecacf5547edbbde4,images/10218-00.png,65b10b399cdd8fda29827e06ad42615f,Carolyn Mishner,Hugh Bridport,"(127, 117, 111)",#7f756f,127,117,111,135,125,102,#877d66,0.6,0.89189,0.83721,0.54651,0.84717,0.55825,Cluster 2
147,199671,https://collectionapi.metmuseum.org/public/collection/v1/objects/199671,https://images.metmuseum.org/CRDImages/es/original/135250.jpg,unprocessed/image-199671.png,a457547b637ca97bc6a5e3f8c93dec00,images/199671-00.png,630278b7fe895b3c2ce619060c8ed71e,George Washington,Louis Jacques Pilon,"(111, 111, 111)",#6f6f6f,111,111,111,111,111,111,#6f6f6f,0.6,-0.89189,0.25581,-0.94186,0.2543,-0.92427,Cluster 6
148,467997,https://collectionapi.metmuseum.org/public/collection/v1/objects/467997,https://images.metmuseum.org/CRDImages/md/original/DP354799.jpg,unprocessed/image-467997.png,50f9273c5a44654acb84746d375eb67e,images/467997-00.png,24de9b2ec85495c58016fc1e28ac9b49,Enthroned Virgin and Child,,"(74, 55, 39)",#4a3727,74,55,39,89,61,41,#593d29,-0.6,-0.62162,-0.75581,-0.23256,-0.75276,-0.23401,Cluster 1
149,436706,https://collectionapi.metmuseum.org/public/collection/v1/objects/436706,https://images.metmuseum.org/CRDImages/ep/original/DT403.jpg,unprocessed/image-436706.png,1146afeb031efbf6204a16dab78f3c3d,images/436706-00.png,00ee84d5bd7b422cf2a9ad87d9eaef5a,Jacques-Louis Leblanc (1774–1846),Jean Auguste Dominique Ingres,"(88, 60, 32)",#583c20,88,60,32,86,60,38,#563c26,0.54286,-0.24324,0.5814,-0.52326,0.56676,-0.51582,Cluster 4
150,12674,https://collectionapi.metmuseum.org/public/collection/v1/objects/12674,https://images.metmuseum.org/CRDImages/ad/original/DT2043.jpg,unprocessed/image-12674.png,e254e16d40edd43f3f101e9e59674563,images/12674-00.png,1f6ed2c08389883803baefb32dfb688e,Matilda Stoughton de Jaudenes,Gilbert Stuart,"(132, 109, 90)",#846d5a,132,109,90,125,119,92,#7d775c,0.02857,0.78378,0.5,0.93023,0.49013,0.92256,Cluster 7
151,377272,https://collectionapi.metmuseum.org/public/collection/v1/objects/377272,https://images.metmuseum.org/CRDImages/dp/original/DP854861.jpg,unprocessed/image-377272.png,fe85fe9fa2803cd01ab7dbf87e79bbe2,images/377272-00.png,e1c9a975a1b758726ba909b0400f80b1,Charles Burney,Francesco Bartolozzi,"(119, 114, 103)",#777267,119,114,103,127,91,103,#7f5b67,0.2,-0.78378,0.17442,-0.88372,0.16384,-0.87597,Cluster 6
152,435954,https://collectionapi.metmuseum.org/public/collection/v1/objects/435954,https://images.metmuseum.org/CRDImages/ep/original/EP1548.jpg,unprocessed/image-435954.png,fd39db92dad895e636109db1c2b4c797,images/435954-00.png,1db5d1f6916e7ea6cb925acbcd1b9cf3,Portrait of a Man with a Pointed Collar,Corneille de Lyon,"(93, 76, 49)",#5d4c31,93,76,49,85,87,47,#55572f,0.14286,-0.18919,0.4186,-0.2907,0.4202,-0.28562,Cluster 5
153,435819,https://collectionapi.metmuseum.org/public/collection/v1/objects/435819,https://images.metmuseum.org/CRDImages/ep/original/DP280348.jpg,unprocessed/image-435819.png,ef1d320eef38cadba6ee0e5ea22c3265,images/435819-00.png,2eea584b25893ff34b4935720c6270c1,Portrait of a Woman,Barthel Bruyn the Elder,"(100, 71, 52)",#644734,100,71,52,94,67,34,#5e4322,-0.31429,0.78378,0.12791,0.86047,0.12688,0.85039,Cluster 10
154,394431,https://collectionapi.metmuseum.org/public/collection/v1/objects/394431,https://images.metmuseum.org/CRDImages/dp/original/DP837783.jpg,unprocessed/image-394431.png,dfb156ef9690da8c06a9984f3ab9344f,images/394431-00.png,1374cbf4172eff2aa4f8d71040596f64,Joel Barlow,Asher Brown Durand,"(124, 119, 109)",#7c776d,124,119,109,111,122,115,#6f7a73,-0.25714,-0.94595,-0.27907,-0.56977,-0.26631,-0.558,Cluster 8
155,437451,https://collectionapi.metmuseum.org/public/collection/v1/objects/437451,https://images.metmuseum.org/CRDImages/ep/original/DP162171.jpg,unprocessed/image-437451.png,99fa29ecebea1753ecf5963f16e589d1,images/437451-00.png,80a31a191849d0f5e068032258c3db8f,John Barker (1707–1787),Sir Joshua Reynolds,"(121, 85, 47)",#79552f,121,85,47,121,74,48,#794a30,-0.2,0.83784,0.2907,1,0.28017,0.98071,Cluster 10
156,436941,https://collectionapi.metmuseum.org/public/collection/v1/objects/436941,https://images.metmuseum.org/CRDImages/ep/original/DP281080.jpg,unprocessed/image-436941.png,b569fa85696abee0ae600bc835569fbb,images/436941-00.png,9d74f0fa1a2e39acbaebd694b4e1aa96,Sebastian Andorfer (1469–1537),Hans Maler,"(86, 80, 66)",#565042,86,80,66,78,85,77,#4e554d,0.25714,0.56757,0.62791,0.68605,0.625,0.68239,Cluster 7
157,436338,https://collectionapi.metmuseum.org/public/collection/v1/objects/436338,https://images.metmuseum.org/CRDImages/ep/original/ep32.100.114.bw.R.jpg,unprocessed/image-436338.png,cbdaa9e5dc175eeb236e1d7655d4555d,images/436338-00.png,17d00f0b9258f04d07f5786e8a693fca,Monsieur de Bellefourière,French Painter,"(74, 74, 74)",#4a4a4a,74,74,74,74,74,74,#4a4a4a,-0.88571,0.78378,-0.40698,0.60465,-0.40311,0.58806,Cluster 3
158,436928,https://collectionapi.metmuseum.org/public/collection/v1/objects/436928,https://images.metmuseum.org/CRDImages/ep/original/DT253717.jpg,unprocessed/image-436928.png,5f7b529bcc8cc2b42ef1825d9d8d96a4,images/436928-00.png,45aa97b45bdbf4ce1df54ec59c744393,Girls at a Window,Raimundo de Madrazo y Garreta,"(76, 67, 51)",#4c4333,76,67,51,81,69,48,#514530,-0.48571,0.08108,0.06977,0.22093,0.07386,0.21403,Cluster X
159,436928,https://collectionapi.metmuseum.org/public/collection/v1/objects/436928,https://images.metmuseum.org/CRDImages/ep/original/DT253717.jpg,unprocessed/image-436928.png,5f7b529bcc8cc2b42ef1825d9d8d96a4,images/436928-01.png,356b7ad9717ac7331dc9efdd0b6015be,Girls at a Window,Raimundo de Madrazo y Garreta,"(50, 46, 39)",#322e27,50,46,39,67,36,34,#432422,-0.88571,0.18919,-0.18605,0.15116,-0.1851,0.15532,Cluster X
160,10859,https://collectionapi.metmuseum.org/public/collection/v1/objects/10859,https://images.metmuseum.org/CRDImages/ad/original/ap74.43.jpg,unprocessed/image-10859.png,2826a5d67db2178c9ed8d0f2b10f5af1,images/10859-00.png,3d4656e213275db4a7ff22686f1a2b1d,Calliope,Joseph Fagnani,"(132, 114, 80)",#847250,132,114,80,133,124,68,#857c44,0.82857,0.51351,0.89535,0.30233,0.88427,0.30013,Cluster 2
161,547852,https://collectionapi.metmuseum.org/public/collection/v1/objects/547852,https://images.metmuseum.org/CRDImages/eg/original/DP266864.jpg,unprocessed/image-547852.png,27a3ded23147bdbc3e4bc98a46cfbe23,images/547852-00.png,afdff82f46772837452146450d982802,Mask of a woman with corkscrew locks and ball earrings,,"(158, 129, 113)",#9e8171,158,129,113,145,103,103,#916767,-0.77143,-0.35135,-0.89535,-0.11628,-0.90181,-0.12474,Cluster 1
162,257433,https://collectionapi.metmuseum.org/public/collection/v1/objects/257433,https://images.metmuseum.org/CRDImages/gr/original/DP331272.jpg,unprocessed/image-257433.png,302dd0b7e5d8590ed74566cdabb603f0,images/257433-00.png,c6d48792106b90d2c07f96bd9e470bc1,Marble head of an elderly woman,,"(75, 68, 60)",#4b443c,75,68,60,65,73,52,#414934,-0.88571,-0.18919,-0.9186,-0.06977,-0.92927,-0.08404,Cluster 1
163,543872,https://collectionapi.metmuseum.org/public/collection/v1/objects/543872,https://images.metmuseum.org/CRDImages/eg/original/LC-26_2_4_EGDP030482.jpg,unprocessed/image-543872.png,63c534bd727653589a151d3e407af349,images/543872-00.png,cc7e2409c2733eec92f564a42dd24385,Standing statue of Merti with cropped hair,,"(93, 72, 60)",#5d483c,93,72,60,78,64,47,#4e402f,-1,-0.35135,-0.95349,-0.10465,-0.95083,-0.11655,Cluster 1
164,10472,https://collectionapi.metmuseum.org/public/collection/v1/objects/10472,https://images.metmuseum.org/CRDImages/ad/original/ap55.118.jpg,unprocessed/image-10472.png,b13a42d690b3eb2b4b0879e6cd94e221,images/10472-00.png,0df9c1e855700ea8861f370ca51c87b5,Bessie Potter,William Merritt Chase,"(65, 56, 41)",#413829,65,56,41,39,53,26,#27351a,-0.71429,0.67568,-0.33721,0.51163,-0.35098,0.49407,Cluster 3
165,471947,https://collectionapi.metmuseum.org/public/collection/v1/objects/471947,https://images.metmuseum.org/CRDImages/cl/original/cdi65-215-1s1.jpg,unprocessed/image-471947.png,c1ad712fa6f4ef823f17275629246005,images/471947-00.png,d90566ee61687cd87f32021de9d5d67d,Enthroned Virgin and Child,,"(131, 115, 93)",#83735d,131,115,93,106,129,83,#6a8153,-0.65714,-0.2973,-0.80233,-0.13953,-0.81004,-0.13635,Cluster 1
166,19022,https://collectionapi.metmuseum.org/public/collection/v1/objects/19022,https://images.metmuseum.org/CRDImages/ad/original/DP141202.jpg,unprocessed/image-19022.png,5bb629bc29402648193de7dc58fc41be,images/19022-00.png,d5df3562d89824c08814660fca3d83ee,Catherina Elmendorf,Unknown Artist,"(109, 92, 57)",#6d5c39,109,92,57,110,100,57,#6e6439,-0.48571,0.89189,0.17442,0.88372,0.16892,0.88007,Cluster 10
167,436694,https://collectionapi.metmuseum.org/public/collection/v1/objects/436694,https://images.metmuseum.org/CRDImages/ep/original/DP327708.jpg,unprocessed/image-436694.png,db675792e46abbd825c162b486b9109c,images/436694-00.png,f5dc4aa66d245d3b6998324209f21012,Endymion Porter (1587–1649),John Hoskins,"(172, 145, 124)",#ac917c,172,145,124,177,138,131,#b18a83,-0.2,0.24324,0.23256,0.45349,0.22339,0.445,Cluster 9
168,11943,https://collectionapi.metmuseum.org/public/collection/v1/objects/11943,https://images.metmuseum.org/CRDImages/ad/original/DP168948.jpg,unprocessed/image-11943.png,0bd08945cfbb7a73ec5a64cbc616806b,images/11943-00.png,2f817053bb37debae28ae6c217ba6bbe,Mrs. Stephen Van Rensselaer III (Cornelia Paterson),Nathaniel Rogers,"(120, 105, 90)",#78695a,120,105,90,101,114,103,#657267,0.2,0.56757,0.62791,0.66279,0.62608,0.65466,Cluster 7
169,437158,https://collectionapi.metmuseum.org/public/collection/v1/objects/437158,https://images.metmuseum.org/CRDImages/ep/original/DT11762.jpg,unprocessed/image-437158.png,fb06a86c19269ac089b6013d36fe8889,images/437158-00.png,cd59b172cd6f9d363f29a7264b8a433c,Portrait of a Man,Moretto da Brescia (Alessandro Bonvicino),"(66, 54, 42)",#42362a,66,54,42,63,59,26,#3f3b1a,0.14286,-0.24324,0.40698,-0.30233,0.39653,-0.30068,Cluster 5
170,34018,https://collectionapi.metmuseum.org/public/collection/v1/objects/34018,https://images.metmuseum.org/CRDImages/aa/original/LC-29_158_753-004.jpg,unprocessed/image-34018.png,b89b33486548a56b426f7c3c86dc8058,images/34018-00.png,af0b8f0d66cc964499488fce50f09150,"Portrait of Duke Johann Friedrich I (1503-1554), Elector of Saxony",,"(124, 105, 90)",#7c695a,124,105,90,142,100,79,#8e644f,-0.25714,0.13514,0.2093,0.38372,0.20272,0.3784,Cluster 9
171,13337,https://collectionapi.metmuseum.org/public/collection/v1/objects/13337,https://images.metmuseum.org/CRDImages/ad/original/DT235190.jpg,unprocessed/image-13337.png,60bc8ff0f86df76ca40b2767c8a5a0ae,images/13337-00.png,9b69656a64721cee84aef1dfd68344d7,Mrs. Joseph Reade,John Wollaston,"(121, 93, 80)",#795d50,121,93,80,113,65,87,#714157,-0.14286,0.72973,0.18605,0.84884,0.16315,0.85254,Cluster 10
172,436692,https://collectionapi.metmuseum.org/public/collection/v1/objects/436692,https://images.metmuseum.org/CRDImages/ep/original/DP169219.jpg,unprocessed/image-436692.png,18accf597d5e04c0e6e244ccd485dd75,images/436692-01.png,c436159e5bdb0ad96c74ebe0716e700e,The Sackville Children,John Hoppner,"(109, 84, 58)",#6d543a,109,84,58,112,98,61,#70623d,0.02857,0.62162,0.48837,0.80233,0.48202,0.80014,Cluster 7
173,435820,https://collectionapi.metmuseum.org/public/collection/v1/objects/435820,https://images.metmuseum.org/CRDImages/ep/original/DP280350.jpg,unprocessed/image-435820.png,727d44e006fb478aa221ad0902a452b6,images/435820-00.png,975a61cbb969322dc299a34576d1fc9f,Portrait of a Woman of the Slosgin Family of Cologne,Barthel Bruyn the Younger,"(92, 68, 41)",#5c4429,92,68,41,72,69,42,#48452a,-0.37143,0.62162,0.0814,0.72093,0.06405,0.71608,Cluster 10
174,687513,https://collectionapi.metmuseum.org/public/collection/v1/objects/687513,https://images.metmuseum.org/CRDImages/ep/original/DP370255.jpg,unprocessed/image-687513.png,51abb01dc8dc035f86f2f6f3d6902ff6,images/687513-00.png,b276136f39348f42b416140ffbc53c82,The Lamentation,Luis de Morales,"(63, 43, 33)",#3f2b21,63,43,33,48,37,27,#30251b,-0.31429,0.02703,0.25581,0.10465,0.24019,0.1017,Cluster 9
175,437373,https://collectionapi.metmuseum.org/public/collection/v1/objects/437373,https://images.metmuseum.org/CRDImages/ep/original/DP265692.jpg,unprocessed/image-437373.png,e596fb8a5cb645de96053906fd5ee051,images/437373-00.png,c45749f2403076be2c28caa1f97c5fda,"Giuliano de' Medici (1479–1516), Duke of Nemours",Raphael,"(48, 37, 26)",#30251a,48,37,26,51,44,26,#332c1a,-0.65714,0.45946,-0.09302,0.45349,-0.10397,0.43642,Cluster 3
176,10862,https://collectionapi.metmuseum.org/public/collection/v1/objects/10862,https://images.metmuseum.org/CRDImages/ad/original/ap74.46.jpg,unprocessed/image-10862.png,640b3dbb4cb61f82dc044bb9506bcab2,images/10862-00.png,01f47e9562b8e1091bea29ab2c4081b9,Euterpe,Joseph Fagnani,"(81, 81, 81)",#515151,81,81,81,81,81,81,#515151,0.48571,-0.78378,0.18605,-0.96512,0.1896,-0.97665,Cluster 6
177,817504,https://collectionapi.metmuseum.org/public/collection/v1/objects/817504,https://images.metmuseum.org/CRDImages/ep/original/DP-16594-001.jpg,unprocessed/image-817504.png,eba9c1cacef175e794588f1e0a8f2e29,images/817504-00.png,3374377fcce7a759020fc4f3d7f1a949,Portrait of a Boy,Louis Léopold Boilly,"(106, 85, 72)",#6a5548,106,85,72,101,85,64,#655540,-0.37143,0.56757,0.05814,0.67442,0.06006,0.67013,Cluster 10
178,437581,https://collectionapi.metmuseum.org/public/collection/v1/objects/437581,https://images.metmuseum.org/CRDImages/ep/original/DP161651.jpg,unprocessed/image-437581.png,ec28f7dcd22a08ac287f97d2b8f80ffb,images/437581-00.png,92691f949748cb2eb5cf4accff6d120a,Mrs. Robert Shurlock Sr. (Ann Manwaring),John Russell,"(155, 134, 117)",#9b8675,155,134,117,179,135,123,#b3877b,-0.08571,1,0.33721,0.97674,0.31866,0.97119,Cluster 10
179,435596,https://collectionapi.metmuseum.org/public/collection/v1/objects/435596,https://images.metmuseum.org/CRDImages/ep/original/DP146473.jpg,unprocessed/image-435596.png,107460b17ee5c03c9477f8ad3872d503,images/435596-00.png,91dc0d4875bc618fb4678fc31f87f407,Old Woman in an Armchair,Jacob Backer,"(122, 105, 77)",#7a694d,122,105,77,133,124,83,#857c53,-0.77143,0.40541,-0.24419,0.37209,-0.24137,0.3668,Cluster 3
180,550773,https://collectionapi.metmuseum.org/public/collection/v1/objects/550773,https://images.metmuseum.org/CRDImages/eg/original/12.183.1a1-2_EGDP015146.jpg,unprocessed/image-550773.png,7e7e30f85f170185b42aa53844798a67,images/550773-00.png,d2dd453024c90bdcc7c82e719284e9f6,Canopic Jar Representing the Deity Imsety,,"(165, 139, 117)",#a58b75,165,139,117,169,131,106,#a9836a,-0.65714,-0.72973,-0.75581,-0.25581,-0.76078,-0.25174,Cluster 1
181,471942,https://collectionapi.metmuseum.org/public/collection/v1/objects/471942,https://images.metmuseum.org/CRDImages/cl/original/DP-14824-028.jpg,unprocessed/image-471942.png,671791e6b22766f9844307f132f84a53,images/471942-00.png,57df4494305a526978815fdc76d9d2cd,Coronation of the Virgin,,"(124, 107, 89)",#7c6b59,124,107,89,113,104,81,#716851,-0.65714,-0.35135,-0.77907,-0.16279,-0.7796,-0.16181,Cluster 1
182,11932,https://collectionapi.metmuseum.org/public/collection/v1/objects/11932,https://images.metmuseum.org/CRDImages/ad/original/ap95.14.112.jpg,unprocessed/image-11932.png,99e4aa58def4b7c10088cde8a51b4221,images/11932-00.png,f664836e7dedf5c4acfd92d6d271d72a,Portrait of a Lady,Walter Robertson,"(115, 115, 115)",#737373,115,115,115,115,115,115,#737373,0.08571,-1,0.09302,-0.94186,0.09083,-0.94097,Cluster 6
